"拼音"	"寬式IPA"	"調號"	"字甲"	"字乙"	"釋義"
"lei"	"l̃ɘi"	3	"樏"
"lei"	"l̃ɘi"	3	"儡"
"lei"	"l̃ɘi"	3	"藟"
"lei"	"l̃ɘi"	3	"礧"
"lei"	"l̃ɘi"	3	"灅"
"lei"	"l̃ɘi"	3	"㶟"
"lei"	"l̃ɘi"	3	"櫑"
"lei"	"l̃ɘi"	3	"㒦"
"lei"	"l̃ɘi"	3	"𦢏"
"lei"	"l̃ɘi"	3	"磊"
"lei"	"l̃ɘi"	3	"類"
"lei"	"l̃ɘi"	3	"类"
"lei"	"l̃ɘi"	3	"餒"
"lei"	"l̃ɘi"	3	"馁"
"lei"	"l̃ɘi"	3	"餧"
"lei"	"l̃ɘi"	3	"鮾"
"lei"	"l̃ɘi"	3	"鯘"
"lei"	"l̃ɘi"	3	"呂"
"lei"	"l̃ɘi"	3	"吕"
"lei"	"l̃ɘi"	3	"侶"
"lei"	"l̃ɘi"	3	"侣"
"lei"	"l̃ɘi"	3	"郘"
"lei"	"l̃ɘi"	3	"鋁"
"lei"	"l̃ɘi"	3	"铝"
"lei"	"l̃ɘi"	3	"屢"
"lei"	"l̃ɘi"	3	"屡"
"lei"	"l̃ɘi"	5	"類"
"lei"	"l̃ɘi"	5	"类"
"lei"	"l̃ɘi"	5	"纇"
"lei"	"l̃ɘi"	5	"颣"
"lei"	"l̃ɘi"	5	"累"
"lei"	"l̃ɘi"	5	"擂"
"lei"	"l̃ɘi"	5	"礧"
"lei"	"l̃ɘi"	5	"雷"
"lei"	"l̃ɘi"	5	"礌"
"lei"	"l̃ɘi"	5	"纍"
"lei"	"l̃ɘi"	5	"耒"
"lei"	"l̃ɘi"	5	"洡"
"lei"	"l̃ɘi"	5	"䣂"
"lei"	"l̃ɘi"	5	"誄"
"lei"	"l̃ɘi"	5	"诔"
"lei"	"l̃ɘi"	5	"淚"
"lei"	"l̃ɘi"	5	"泪"
"lei"	"l̃ɘi"	5	"酹"
"lei"	"l̃ɘi"	5	"𢑥"
"lei"	"l̃ɘi"	5	"慮"
"lei"	"l̃ɘi"	5	"濾"
"lei"	"l̃ɘi"	5	"儢"
"lei"	"l̃ɘi"	5	"勴"
"lei"	"l̃ɘi"	5	"内"
"lei"	"l̃ɘi"	5	"氝"
"lei"	"l̃ɘi"	5	"汭"
"lei"	"l̃ɘi"	5	"芮"
"lei"	"l̃ɘi"	5	"枘"
"lei"	"l̃ɘi"	5	"笍"
"lei"	"l̃ɘi"	5	"蜹"
"lei"	"l̃ɘi"	5	"蚋"
"lei"	"l̃ɘi"	6	"累"
"lei"	"l̃ɘi"	6	"内"
"zei"	"tsɘi"	1	"檇"
"zei"	"tsɘi"	1	"觜"
"zei"	"tsɘi"	1	"蟕"
"zei"	"tsɘi"	1	"朘"
"zei"	"tsɘi"	2	"賊"
"zei"	"tsɘi"	2	"贼"
"zei"	"tsɘi"	3	"嘴"
"zei"	"tsɘi"	3	"觜"
"zei"	"tsɘi"	5	"罪"
"zei"	"tsɘi"	5	"辠"
"zei"	"tsɘi"	5	"最"
"zei"	"tsɘi"	5	"蕞"
"zei"	"tsɘi"	5	"醉"
"zei"	"tsɘi"	5	"晬"
"zei"	"tsɘi"	5	"綷"
"zei"	"tsɘi"	5	"足"
"zei"	"tsɘi"	5	"檇"
"zei"	"tsɘi"	6	"罪"
"zei"	"tsɘi"	6	"辠"
"zei"	"tsɘi"	7	"賊"
"cei"	"tsʰɘi"	1	"崔"
"cei"	"tsʰɘi"	1	"催"
"cei"	"tsʰɘi"	1	"摧"
"cei"	"tsʰɘi"	1	"璀"
"cei"	"tsʰɘi"	1	"漼"
"cei"	"tsʰɘi"	1	"縗"
"cei"	"tsʰɘi"	1	"缞"
"cei"	"tsʰɘi"	1	"衰"
"cei"	"tsʰɘi"	1	"榱"
"cei"	"tsʰɘi"	1	"洒"
"cei"	"tsʰɘi"	5	"啐"
"cei"	"tsʰɘi"	5	"悴"
"cei"	"tsʰɘi"	5	"淬"
"cei"	"tsʰɘi"	5	"倅"
"cei"	"tsʰɘi"	5	"焠"
"cei"	"tsʰɘi"	5	"瘁"
"cei"	"tsʰɘi"	5	"碎"
"cei"	"tsʰɘi"	5	"萃"
"cei"	"tsʰɘi"	5	"粹"
"cei"	"tsʰɘi"	5	"睟"
"cei"	"tsʰɘi"	5	"誶"
"cei"	"tsʰɘi"	5	"綷"
"cei"	"tsʰɘi"	5	"顇"
"cei"	"tsʰɘi"	5	"膵"
"cei"	"tsʰɘi"	5	"翠"
"cei"	"tsʰɘi"	5	"臎"
"cei"	"tsʰɘi"	5	"踤"
"cei"	"tsʰɘi"	5	"脆"
"cei"	"tsʰɘi"	5	"脺"
"cei"	"tsʰɘi"	5	"脃"
"cei"	"tsʰɘi"	5	"漼"
"cei"	"tsʰɘi"	5	"毳"
"cei"	"tsʰɘi"	5	"橇"
"sei"	"sɘi"	1	"雖"
"sei"	"sɘi"	1	"虽"
"sei"	"sɘi"	1	"睢"
"sei"	"sɘi"	1	"綏"
"sei"	"sɘi"	1	"绥"
"sei"	"sɘi"	1	"荽"
"sei"	"sɘi"	1	"眭"
"sei"	"sɘi"	1	"尿"
"sei"	"sɘi"	2	"隋"
"sei"	"sɘi"	2	"隨"
"sei"	"sɘi"	2	"随"
"sei"	"sɘi"	2	"㵦"
"sei"	"sɘi"	5	"遂"
"sei"	"sɘi"	5	"隧"
"sei"	"sɘi"	5	"燧"
"sei"	"sɘi"	5	"𤎩"
"sei"	"sɘi"	5	"檖"
"sei"	"sɘi"	5	"穟"
"sei"	"sɘi"	5	"璲"
"sei"	"sɘi"	5	"襚"
"sei"	"sɘi"	5	"鐩"
"sei"	"sɘi"	5	"繸"
"sei"	"sɘi"	5	"䍁"
"sei"	"sɘi"	5	"邃"
"sei"	"sɘi"	5	"𣄚"
"sei"	"sɘi"	5	"祟"
"sei"	"sɘi"	5	"啐"
"sei"	"sɘi"	5	"碎"
"sei"	"sɘi"	5	"誶"
"sei"	"sɘi"	5	"谇"
"sei"	"sɘi"	5	"晬"
"sei"	"sɘi"	5	"歲"
"sei"	"sɘi"	5	"歳"
"sei"	"sɘi"	5	"岁"
"sei"	"sɘi"	5	"繀"
"sei"	"sɘi"	5	"穗"
"sei"	"sɘi"	5	"繐"
"guei"	"kuɘi"	1	"圭"
"guei"	"kuɘi"	1	"珪"
"guei"	"kuɘi"	1	"閨"
"guei"	"kuɘi"	1	"闺"
"guei"	"kuɘi"	1	"邽"
"guei"	"kuɘi"	1	"硅"
"guei"	"kuɘi"	1	"鮭"
"guei"	"kuɘi"	1	"鲑"
"guei"	"kuɘi"	1	"袿"
"guei"	"kuɘi"	1	"歸"
"guei"	"kuɘi"	1	"归"
"guei"	"kuɘi"	1	"䢜"
"guei"	"kuɘi"	1	"皈"
"guei"	"kuɘi"	1	"規"
"guei"	"kuɘi"	1	"规"
"guei"	"kuɘi"	1	"槼"
"guei"	"kuɘi"	1	"椝"
"guei"	"kuɘi"	1	"摫"
"guei"	"kuɘi"	1	"槻"
"guei"	"kuɘi"	1	"龜"
"guei"	"kuɘi"	1	"龟"
"guei"	"kuɘi"	1	"潙"
"guei"	"kuɘi"	1	"溈"
"guei"	"kuɘi"	1	"沩"
"guei"	"kuɘi"	1	"嬀"
"guei"	"kuɘi"	1	"媯"
"guei"	"kuɘi"	1	"妫"
"guei"	"kuɘi"	2	"葵"
"guei"	"kuɘi"	2	"揆"
"guei"	"kuɘi"	2	"暌"
"guei"	"kuɘi"	2	"騤"
"guei"	"kuɘi"	2	"骙"
"guei"	"kuɘi"	2	"戣"
"guei"	"kuɘi"	2	"睽"
"guei"	"kuɘi"	2	"馗"
"guei"	"kuɘi"	2	"逵"
"guei"	"kuɘi"	2	"夔"
"guei"	"kuɘi"	3	"詭"
"guei"	"kuɘi"	3	"诡"
"guei"	"kuɘi"	3	"姽"
"guei"	"kuɘi"	3	"佹"
"guei"	"kuɘi"	3	"垝"
"guei"	"kuɘi"	3	"陒"
"guei"	"kuɘi"	3	"庋"
"guei"	"kuɘi"	3	"庪"
"guei"	"kuɘi"	3	"氿"
"guei"	"kuɘi"	3	"宄"
"guei"	"kuɘi"	3	"軌"
"guei"	"kuɘi"	3	"轨"
"guei"	"kuɘi"	3	"匭"
"guei"	"kuɘi"	3	"匦"
"guei"	"kuɘi"	3	"𩓚"
"guei"	"kuɘi"	3	"頯"
"guei"	"kuɘi"	3	"鬼"
"guei"	"kuɘi"	3	"晷"
"guei"	"kuɘi"	3	"簋"
"guei"	"kuɘi"	3	"巋"
"guei"	"kuɘi"	3	"岿"
"guei"	"kuɘi"	5	"桂"
"guei"	"kuɘi"	5	"溎"
"guei"	"kuɘi"	5	"櫃"
"guei"	"kuɘi"	5	"柜"
"guei"	"kuɘi"	5	"貴"
"guei"	"kuɘi"	5	"贵"
"guei"	"kuɘi"	5	"匱"
"guei"	"kuɘi"	5	"匮"
"guei"	"kuɘi"	5	"瑰"
"guei"	"kuɘi"	5	"𦞙"
"guei"	"kuɘi"	5	"癸"
"guei"	"kuɘi"	5	"劌"
"guei"	"kuɘi"	5	"刿"
"guei"	"kuɘi"	5	"鱖"
"guei"	"kuɘi"	5	"鳜"
"guei"	"kuɘi"	5	"撅"
"guei"	"kuɘi"	5	"蹶"
"guei"	"kuɘi"	6	"櫃"
"guei"	"kuɘi"	6	"柜"
"kuei"	"kʰuɘi"	1	"虧"
"kuei"	"kʰuɘi"	1	"亏"
"kuei"	"kʰuɘi"	1	"窺"
"kuei"	"kʰuɘi"	1	"窥"
"kuei"	"kʰuɘi"	1	"闚"
"kuei"	"kʰuɘi"	1	"巋"
"kuei"	"kʰuɘi"	1	"岿"
"kuei"	"kʰuɘi"	1	"刲"
"kuei"	"kʰuɘi"	1	"悝"
"kuei"	"kʰuɘi"	1	"盔"
"kuei"	"kʰuɘi"	1	"魁"
"kuei"	"kʰuɘi"	1	"奎"
"kuei"	"kʰuɘi"	3	"跬"
"kuei"	"kʰuɘi"	3	"頍"
"kuei"	"kʰuɘi"	3	"蹞"
"kuei"	"kʰuɘi"	3	"𩓚"
"kuei"	"kʰuɘi"	3	"頯"
"kuei"	"kʰuɘi"	3	"傀"
"kuei"	"kʰuɘi"	3	"跪"
"kuei"	"kʰuɘi"	5	"愧"
"kuei"	"kʰuɘi"	5	"媿"
"kuei"	"kʰuɘi"	5	"騤"
"kuei"	"kʰuɘi"	5	"骙"
"kuei"	"kʰuɘi"	5	"餽"
"kuei"	"kʰuɘi"	5	"饋"
"kuei"	"kʰuɘi"	5	"馈"
"kuei"	"kʰuɘi"	5	"潰"
"kuei"	"kʰuɘi"	5	"溃"
"kuei"	"kʰuɘi"	5	"憒"
"kuei"	"kʰuɘi"	5	"愦"
"kuei"	"kʰuɘi"	5	"聵"
"kuei"	"kʰuɘi"	5	"聩"
"kuei"	"kʰuɘi"	5	"蕢"
"kuei"	"kʰuɘi"	5	"蒉"
"kuei"	"kʰuɘi"	5	"簣"
"kuei"	"kʰuɘi"	5	"篑"
"kuei"	"kʰuɘi"	5	"匮"
"kuei"	"kʰuɘi"	5	"瞶"
"kuei"	"kʰuɘi"	5	"瞆"
"kuei"	"kʰuɘi"	5	"闠"
"kuei"	"kʰuɘi"	5	"鞼"
"kuei"	"kʰuɘi"	5	"歸"
"kuei"	"kʰuɘi"	5	"巋"
"kuei"	"kʰuɘi"	5	"喟"
"uei"	"uɘi"	1	"威"
"uei"	"uɘi"	1	"葳"
"uei"	"uɘi"	1	"崴"
"uei"	"uɘi"	1	"喴"
"uei"	"uɘi"	1	"蝛"
"uei"	"uɘi"	1	"楲"
"uei"	"uɘi"	1	"委"
"uei"	"uɘi"	1	"倭"
"uei"	"uɘi"	1	"逶"
"uei"	"uɘi"	1	"萎"
"uei"	"uɘi"	1	"緌"
"uei"	"uɘi"	1	"痿"
"uei"	"uɘi"	1	"偎"
"uei"	"uɘi"	1	"煨"
"uei"	"uɘi"	1	"隈"
"uei"	"uɘi"	1	"渨"
"uei"	"uɘi"	1	"喂"
"uei"	"uɘi"	1	"揋"
"uei"	"uɘi"	1	"癐"
"uei"	"uɘi"	1	"蕤"
"uei"	"uɘi"	1	"甤"
"uei"	"uɘi"	2	"韋"
"uei"	"uɘi"	2	"韦"
"uei"	"uɘi"	2	"違"
"uei"	"uɘi"	2	"违"
"uei"	"uɘi"	2	"湋"
"uei"	"uɘi"	2	"褘"
"uei"	"uɘi"	2	"袆"
"uei"	"uɘi"	2	"幃"
"uei"	"uɘi"	2	"帏"
"uei"	"uɘi"	2	"闈"
"uei"	"uɘi"	2	"圍"
"uei"	"uɘi"	2	"围"
"uei"	"uɘi"	2	"葦"
"uei"	"uɘi"	2	"苇"
"uei"	"uɘi"	2	"帷"
"uei"	"uɘi"	2	"惟"
"uei"	"uɘi"	2	"唯"
"uei"	"uɘi"	2	"維"
"uei"	"uɘi"	2	"维"
"uei"	"uɘi"	2	"濰"
"uei"	"uɘi"	2	"潍"
"uei"	"uɘi"	2	"爲"
"uei"	"uɘi"	2	"為"
"uei"	"uɘi"	2	"为"
"uei"	"uɘi"	2	"潙"
"uei"	"uɘi"	2	"溈"
"uei"	"uɘi"	2	"沩"
"uei"	"uɘi"	2	"鄬"
"uei"	"uɘi"	2	"嵬"
"uei"	"uɘi"	2	"隗"
"uei"	"uɘi"	2	"巍"
"uei"	"uɘi"	2	"圩"		"～子"
"uei"	"uɘi"	2	"微"
"uei"	"uɘi"	2	"薇"
"uei"	"uɘi"	2	"危"
"uei"	"uɘi"	2	"鮠"
"uei"	"uɘi"	2	"鮰"
"uei"	"uɘi"	2	"桅"
"uei"	"uɘi"	2	"壝"
"uei"	"uɘi"	3	"偉"
"uei"	"uɘi"	3	"伟"
"uei"	"uɘi"	3	"葦"
"uei"	"uɘi"	3	"苇"
"uei"	"uɘi"	3	"瑋"
"uei"	"uɘi"	3	"玮"
"uei"	"uɘi"	3	"煒"
"uei"	"uɘi"	3	"炜"
"uei"	"uɘi"	3	"緯"
"uei"	"uɘi"	3	"纬"
"uei"	"uɘi"	3	"暐"
"uei"	"uɘi"	3	"韪"
"uei"	"uɘi"	3	"韡"
"uei"	"uɘi"	3	"委"
"uei"	"uɘi"	3	"諉"
"uei"	"uɘi"	3	"诿"
"uei"	"uɘi"	3	"痿"
"uei"	"uɘi"	3	"尾"
"uei"	"uɘi"	3	"娓"
"uei"	"uɘi"	3	"隗"
"uei"	"uɘi"	3	"嵬"
"uei"	"uɘi"	3	"寪"
"uei"	"uɘi"	3	"蔿"
"uei"	"uɘi"	3	"蒍"
"uei"	"uɘi"	3	"䦱"
"uei"	"uɘi"	3	"蘤"
"uei"	"uɘi"	3	"喂"
"uei"	"uɘi"	3	"猥"
"uei"	"uɘi"	3	"唯"
"uei"	"uɘi"	3	"趡"
"uei"	"uɘi"	3	"洧"
"uei"	"uɘi"	3	"鮪"
"uei"	"uɘi"	3	"鲔"
"uei"	"uɘi"	3	"痏"
"uei"	"uɘi"	3	"骫"
"uei"	"uɘi"	3	"薳"
"uei"	"uɘi"	3	"頠"
"uei"	"uɘi"	3	"烜"
"uei"	"uɘi"	3	"亹"
"uei"	"uɘi"	3	"沇"
"uei"	"uɘi"	3	"壝"
"uei"	"uɘi"	3	"蕊"
"uei"	"uɘi"	3	"蘂"
"uei"	"uɘi"	3	"蕋"
"uei"	"uɘi"	3	"繠"
"uei"	"uɘi"	3	"餧"
"uei"	"uɘi"	5	"未"
"uei"	"uɘi"	5	"味"
"uei"	"uɘi"	5	"菋"
"uei"	"uɘi"	5	"鮇"
"uei"	"uɘi"	5	"爲"
"uei"	"uɘi"	5	"為"
"uei"	"uɘi"	5	"为"
"uei"	"uɘi"	5	"僞"
"uei"	"uɘi"	5	"偽"
"uei"	"uɘi"	5	"伪"
"uei"	"uɘi"	5	"位"
"uei"	"uɘi"	5	"遺"
"uei"	"uɘi"	5	"遗"
"uei"	"uɘi"	5	"壝"
"uei"	"uɘi"	5	"畏"
"uei"	"uɘi"	5	"餵"
"uei"	"uɘi"	5	"餧"
"uei"	"uɘi"	5	"喂"
"uei"	"uɘi"	5	"胃"
"uei"	"uɘi"	5	"謂"
"uei"	"uɘi"	5	"谓"
"uei"	"uɘi"	5	"蝟"
"uei"	"uɘi"	5	"猬"
"uei"	"uɘi"	5	"媦"
"uei"	"uɘi"	5	"渭"
"uei"	"uɘi"	5	"尉"
"uei"	"uɘi"	5	"蔚"
"uei"	"uɘi"	5	"慰"
"uei"	"uɘi"	5	"霨"
"uei"	"uɘi"	5	"熨"
"uei"	"uɘi"	5	"褽"
"uei"	"uɘi"	5	"罻"
"uei"	"uɘi"	5	"魏"
"uei"	"uɘi"	5	"衞"
"uei"	"uɘi"	5	"衛"
"uei"	"uɘi"	5	"卫"
"uei"	"uɘi"	5	"躛"
"uei"	"uɘi"	5	"躗"
"uei"	"uɘi"	5	"讏"
"uei"	"uɘi"	5	"讆"
"uei"	"uɘi"	5	"𧍫"
"uei"	"uɘi"	5	"䗽"
"uei"	"uɘi"	5	"蜼"
"uei"	"uɘi"	5	"穢"
"uei"	"uɘi"	5	"秽"
"uei"	"uɘi"	6	"未"
"uei"	"uɘi"	6	"味"
"uei"	"uɘi"	6	"位"
"uei"	"uɘi"	6	"衞"
"uei"	"uɘi"	6	"衛"
"uei"	"uɘi"	6	"卫"
"zhyei"	"tɕyɘi"	1	"追"
"zhyei"	"tɕyɘi"	1	"鎚"
"zhyei"	"tɕyɘi"	1	"隹"
"zhyei"	"tɕyɘi"	1	"椎"
"zhyei"	"tɕyɘi"	1	"錐"
"zhyei"	"tɕyɘi"	1	"锥"
"zhyei"	"tɕyɘi"	1	"鵻"
"zhyei"	"tɕyɘi"	1	"騅"
"zhyei"	"tɕyɘi"	1	"骓"
"zhyei"	"tɕyɘi"	2	"垂"
"zhyei"	"tɕyɘi"	2	"陲"
"zhyei"	"tɕyɘi"	2	"箠"
"zhyei"	"tɕyɘi"	2	"倕"
"zhyei"	"tɕyɘi"	2	"錘"
"zhyei"	"tɕyɘi"	2	"锤"
"zhyei"	"tɕyɘi"	2	"捶"
"zhyei"	"tɕyɘi"	2	"棰"
"zhyei"	"tɕyɘi"	2	"鎚"
"zhyei"	"tɕyɘi"	2	"槌"
"zhyei"	"tɕyɘi"	2	"搥"
"zhyei"	"tɕyɘi"	2	"椎"
"zhyei"	"tɕyɘi"	2	"圌"
"zhyei"	"tɕyɘi"	5	"綴"
"zhyei"	"tɕyɘi"	5	"缀"
"zhyei"	"tɕyɘi"	5	"餟"
"zhyei"	"tɕyɘi"	5	"醊"
"zhyei"	"tɕyɘi"	5	"畷"
"zhyei"	"tɕyɘi"	5	"縋"
"zhyei"	"tɕyɘi"	5	"缒"
"zhyei"	"tɕyɘi"	5	"膇"
"zhyei"	"tɕyɘi"	5	"墜"
"zhyei"	"tɕyɘi"	5	"坠"
"zhyei"	"tɕyɘi"	5	"隊"
"zhyei"	"tɕyɘi"	5	"贅"
"zhyei"	"tɕyɘi"	5	"赘"
"zhyei"	"tɕyɘi"	5	"惴"
"zhyei"	"tɕyɘi"	5	"硾"
"zhyei"	"tɕyɘi"	5	"箠"
"zhyei"	"tɕyɘi"	5	"錘"
"zhyei"	"tɕyɘi"	5	"锤"
"zhyei"	"tɕyɘi"	5	"菙"
"zhyei"	"tɕyɘi"	5	"甀"
"zhyei"	"tɕyɘi"	5	"諈"
"chyei"	"tɕʰyɘi"	1	"吹"
"chyei"	"tɕʰyɘi"	1	"龡"
"chyei"	"tɕʰyɘi"	1	"炊"
"chyei"	"tɕʰyɘi"	5	"吹"
"chyei"	"tɕʰyɘi"	5	"出"
"shyei"	"ɕyɘi"	2	"誰"
"shyei"	"ɕyɘi"	2	"谁"
"shyei"	"ɕyɘi"	3	"水"
"shyei"	"ɕyɘi"	3	"𥫸"
"shyei"	"ɕyɘi"	5	"稅"
"shyei"	"ɕyɘi"	5	"税"
"shyei"	"ɕyɘi"	5	"說"
"shyei"	"ɕyɘi"	5	"説"
"shyei"	"ɕyɘi"	5	"说"
"shyei"	"ɕyɘi"	5	"帨"
"shyei"	"ɕyɘi"	5	"蛻"
"shyei"	"ɕyɘi"	5	"蜕"
"shyei"	"ɕyɘi"	5	"挩"
"shyei"	"ɕyɘi"	5	"捝"
"shyei"	"ɕyɘi"	5	"涗"
"shyei"	"ɕyɘi"	5	"涚"
"shyei"	"ɕyɘi"	5	"裞"
"shyei"	"ɕyɘi"	5	"睡"
"shyei"	"ɕyɘi"	5	"瑞"
"shyei"	"ɕyɘi"	5	"睿"
"shyei"	"ɕyɘi"	5	"叡"
"yei"	"yɘi"	5	"銳"
"yei"	"yɘi"	5	"鋭"
"yei"	"yɘi"	5	"锐"
"yei"	"yɘi"	5	"睿"
"yei"	"yɘi"	5	"叡"
"bau"	"pau"	1	"包"
"bau"	"pau"	1	"胞"
"bau"	"pau"	1	"苞"
"bau"	"pau"	1	"疱"
"bau"	"pau"	1	"枹"
"bau"	"pau"	1	"鞄"
"bau"	"pau"	1	"襃"
"bau"	"pau"	1	"褒"
"bau"	"pau"	2	"袍"
"bau"	"pau"	2	"咆"
"bau"	"pau"	2	"庖"
"bau"	"pau"	2	"刨"
"bau"	"pau"	2	"炰"
"bau"	"pau"	2	"炮"
"bau"	"pau"	2	"跑"
"bau"	"pau"	2	"鞄"
"bau"	"pau"	2	"颮"
"bau"	"pau"	2	"飑"
"bau"	"pau"	2	"瓟"
"bau"	"pau"	2	"麅"
"bau"	"pau"	2	"麃"
"bau"	"pau"	2	"瓠"
"bau"	"pau"	2	"謈"
"bau"	"pau"	2	"浮"
"bau"	"pau"	3	"保"
"bau"	"pau"	3	"呆"
"bau"	"pau"	3	"堡"
"bau"	"pau"	3	"葆"
"bau"	"pau"	3	"緥"
"bau"	"pau"	3	"褓"
"bau"	"pau"	3	"飽"
"bau"	"pau"	3	"饱"
"bau"	"pau"	3	"寶"
"bau"	"pau"	3	"寳"
"bau"	"pau"	3	"宝"
"bau"	"pau"	3	"鴇"
"bau"	"pau"	3	"鸨"
"bau"	"pau"	5	"刨"
"bau"	"pau"	5	"鉋"
"bau"	"pau"	5	"铇"
"bau"	"pau"	5	"鑤"
"bau"	"pau"	5	"鮑"
"bau"	"pau"	5	"鲍"
"bau"	"pau"	5	"抱"
"bau"	"pau"	5	"虣"
"bau"	"pau"	5	"雹"
"bau"	"pau"	5	"菢"
"bau"	"pau"	5	"𣭀"
"bau"	"pau"	5	"𣭚"
"bau"	"pau"	5	"袌"
"bau"	"pau"	5	"齙"
"bau"	"pau"	5	"龅"
"bau"	"pau"	5	"報"
"bau"	"pau"	5	"报"
"bau"	"pau"	5	"豹"
"bau"	"pau"	5	"趵"
"bau"	"pau"	5	"暴"
"bau"	"pau"	5	"爆"
"bau"	"pau"	5	"煲"
"bau"	"pau"	5	"儤"
"bau"	"pau"	5	"瀑"
"bau"	"pau"	6	"抱"
"bau"	"pau"	6	"刨"
"bau"	"pau"	6	"菢"
"pau"	"pʰau"	1	"抛"
"pau"	"pʰau"	1	"泡"		"鬆軟：包子蒸得蠻～"
"pau"	"pʰau"	1	"脬"
"pau"	"pʰau"	3	"跑"
"pau"	"pʰau"	5	"砲"
"pau"	"pʰau"	5	"礮"
"pau"	"pʰau"	5	"炮"
"pau"	"pʰau"	5	"泡"
"pau"	"pʰau"	5	"靤"
"pau"	"pʰau"	5	"皰"
"pau"	"pʰau"	5	"䶌"
"pau"	"pʰau"	5	"疱"
"pau"	"pʰau"	5	"雹"
"pau"	"pʰau"	5	"𣕅"
"pau"	"pʰau"	5	"𣖏"
"pau"	"pʰau"	5	"奅"
"mau"	"mau"	1	"貓"
"mau"	"mau"	1	"猫"
"mau"	"mau"	2	"毛"
"mau"	"mau"	2	"牦"
"mau"	"mau"	2	"芼"
"mau"	"mau"	2	"髦"
"mau"	"mau"	2	"旄"
"mau"	"mau"	2	"矛"
"mau"	"mau"	2	"茅"
"mau"	"mau"	2	"蟊"
"mau"	"mau"	2	"蝥"
"mau"	"mau"	2	"媌"
"mau"	"mau"	2	"錨"
"mau"	"mau"	2	"锚"
"mau"	"mau"	2	"犛"
"mau"	"mau"	3	"卯"
"mau"	"mau"	3	"昴"
"mau"	"mau"	3	"泖"
"mau"	"mau"	3	"茆"
"mau"	"mau"	5	"冒"
"mau"	"mau"	5	"冐"
"mau"	"mau"	5	"帽"
"mau"	"mau"	5	"瑁"
"mau"	"mau"	5	"媢"
"mau"	"mau"	5	"艒"
"mau"	"mau"	5	"毷"
"mau"	"mau"	5	"眊"
"mau"	"mau"	5	"芼"
"mau"	"mau"	5	"耄"
"mau"	"mau"	5	"旄"
"mau"	"mau"	5	"貌"
"mau"	"mau"	5	"䫉"
"mau"	"mau"	5	"皃"
"mau"	"mau"	6	"冇"		"副詞，沒有"
"mau"	"mau"	6	"帽"
"dau"	"tau"	1	"刀"
"dau"	"tau"	1	"忉"
"dau"	"tau"	1	"叨"
"dau"	"tau"	1	"舠"
"dau"	"tau"	2	"桃"
"dau"	"tau"	2	"逃"
"dau"	"tau"	2	"咷"
"dau"	"tau"	2	"洮"
"dau"	"tau"	2	"駣"
"dau"	"tau"	2	"鼗"
"dau"	"tau"	2	"鞉"
"dau"	"tau"	2	"鞀"
"dau"	"tau"	2	"𤵟"
"dau"	"tau"	2	"匋"
"dau"	"tau"	2	"萄"
"dau"	"tau"	2	"淘"
"dau"	"tau"	2	"陶"
"dau"	"tau"	2	"啕"
"dau"	"tau"	2	"綯"
"dau"	"tau"	2	"绹"
"dau"	"tau"	2	"騊"
"dau"	"tau"	2	"掏"
"dau"	"tau"	2	"鋾"
"dau"	"tau"	2	"濤"
"dau"	"tau"	2	"涛"
"dau"	"tau"	2	"檮"
"dau"	"tau"	2	"梼"
"dau"	"tau"	2	"翿"
"dau"	"tau"	2	"幬"
"dau"	"tau"	2	"帱"
"dau"	"tau"	2	"燾"
"dau"	"tau"	2	"焘"
"dau"	"tau"	3	"倒"
"dau"	"tau"	3	"㠀"
"dau"	"tau"	3	"島"
"dau"	"tau"	3	"岛"
"dau"	"tau"	3	"擣"
"dau"	"tau"	3	"搗"
"dau"	"tau"	3	"捣"
"dau"	"tau"	3	"禱"
"dau"	"tau"	3	"祷"
"dau"	"tau"	3	"壔"
"dau"	"tau"	3	"裯"
"dau"	"tau"	5	"到"
"dau"	"tau"	5	"倒"
"dau"	"tau"	5	"道"
"dau"	"tau"	5	"衟"
"dau"	"tau"	5	"導"
"dau"	"tau"	5	"稻"
"dau"	"tau"	5	"蹈"
"dau"	"tau"	5	"盜"
"dau"	"tau"	5	"盗"
"dau"	"tau"	5	"幬"
"dau"	"tau"	5	"帱"
"dau"	"tau"	5	"燾"
"dau"	"tau"	5	"焘"
"dau"	"tau"	5	"翿"
"dau"	"tau"	5	"纛"
"dau"	"tau"	5	"悼"
"dau"	"tau"	6	"道"
"tau"	"tʰau"	1	"滔"
"tau"	"tʰau"	1	"韜"
"tau"	"tʰau"	1	"韬"
"tau"	"tʰau"	1	"縚"
"tau"	"tʰau"	1	"慆"
"tau"	"tʰau"	1	"幍"
"tau"	"tʰau"	1	"謟"
"tau"	"tʰau"	1	"叨"
"tau"	"tʰau"	1	"洮"
"tau"	"tʰau"	1	"挑"
"tau"	"tʰau"	1	"弢"
"tau"	"tʰau"	1	"絛"
"tau"	"tʰau"	1	"縧"
"tau"	"tʰau"	1	"绦"
"tau"	"tʰau"	1	"饕"
"tau"	"tʰau"	1	"䬢"
"tau"	"tʰau"	3	"討"
"tau"	"tʰau"	3	"讨"
"tau"	"tʰau"	5	"套"
"lau"	"l̃au"	2	"勞"
"lau"	"l̃au"	2	"劳"
"lau"	"l̃au"	2	"嘮"
"lau"	"l̃au"	2	"唠"
"lau"	"l̃au"	2	"癆"
